frame,cell_label,area,eccentricity,solidity,extent,aspect_ratio,n_defects,max_defect_depth_ratio
93,4,2569.0,0.816,0.9645,0.6184,1.7299,3,0.1948
93,6,1533.0,0.3476,1.0115,0.7574,1.0665,4,0.066
93,7,2396.0,0.7022,0.9963,0.7012,1.4045,2,0.1245
93,8,4020.0,0.8214,0.9599,0.7453,1.7534,2,0.2635
93,9,2314.0,0.5975,1.0081,0.7438,1.247,2,0.0866
93,10,2021.0,0.5454,1.006,0.7621,1.1931,3,0.0619
93,11,2752.0,0.5544,1.0103,0.7653,1.2016,1,0.0537
93,12,1115.0,0.5682,0.9876,0.6824,1.2152,4,0.282
93,13,1611.0,0.5964,0.9975,0.7179,1.2459,8,0.1333
93,14,2176.0,0.6225,0.9979,0.7356,1.2777,6,0.0772
94,1,3110.0,0.6147,0.9394,0.7179,1.2678,3,0.437
94,2,2303.0,0.79,0.8308,0.5923,1.631,4,1.8184
94,4,4032.0,0.775,0.96,0.6993,1.5823,4,0.2155
94,5,2665.0,0.8021,0.8626,0.6447,1.6746,4,0.7425
94,6,550.0,0.3021,1.0101,0.7555,1.049,7,0.1984
94,8,2575.0,0.7293,0.7649,0.5554,1.4617,3,2.4463
94,9,2063.0,0.7584,0.8995,0.6361,1.5341,4,0.5503
95,2,1570.0,0.5724,0.9959,0.7282,1.2195,5,0.2109
95,4,3617.0,0.6871,0.9537,0.6704,1.3763,3,0.3083
95,5,1523.0,0.3813,0.9893,0.7365,1.0817,3,0.2078
95,6,1521.0,0.5845,0.9848,0.7243,1.2325,8,0.1829
95,7,1769.0,0.3972,1.0164,0.7848,1.0897,1,0.0565
95,8,1796.0,0.573,1.0003,0.7349,1.2202,3,0.1756
95,9,3548.0,0.8554,0.9336,0.6863,1.9306,4,0.3174
95,10,2189.0,0.7665,0.816,0.6334,1.5572,6,1.0325
95,11,2613.0,0.8294,0.9442,0.6088,1.79,5,0.2143
95,12,4275.0,0.8329,0.9636,0.7068,1.8071,3,0.2388
95,14,3161.0,0.8445,0.9409,0.5852,1.8673,3,0.3022
95,16,570.0,0.6069,0.8079,0.546,1.2582,8,0.7383
95,18,1647.0,0.8726,0.9102,0.6033,2.0472,7,0.3209
96,1,1731.0,0.5068,1.0073,0.7542,1.16,3,0.1333
96,2,3156.0,0.7935,0.9712,0.7352,1.6433,3,0.1688
96,3,2445.0,0.5188,1.011,0.7665,1.1697,1,0.0686
96,4,2536.0,0.6061,1.0142,0.7718,1.2572,0,0.0352
96,5,2372.0,0.736,0.9723,0.6875,1.4772,3,0.1904
96,6,2292.0,0.8488,0.8605,0.5645,1.8913,6,0.5999
96,7,2567.0,0.6405,0.9464,0.6678,1.3021,3,0.2503
96,8,3210.0,0.8277,0.944,0.6833,1.7818,4,0.2284
96,9,3550.0,0.8239,0.9669,0.7035,1.7647,4,0.1577
96,10,1647.0,0.4975,1.0046,0.7307,1.1528,5,0.0829
96,11,1924.0,0.5462,1.0092,0.7443,1.1938,2,0.0725
96,12,1656.0,0.449,0.9994,0.766,1.1191,8,0.0584
96,13,2211.0,0.6912,0.977,0.6837,1.3837,3,0.1707
96,14,2202.0,0.401,1.015,0.7699,1.0916,1,0.0518
96,15,3658.0,0.8156,0.976,0.6351,1.7282,2,0.1421
96,16,2153.0,0.5832,0.9718,0.6901,1.231,5,0.2408
96,18,1453.0,0.7379,0.9553,0.6919,1.4817,5,0.3956
96,19,2347.0,0.576,0.9911,0.6869,1.2233,6,0.1195
97,1,1606.0,0.5519,0.9997,0.7604,1.1991,3,0.1641
97,2,2621.0,0.8612,0.9283,0.638,1.9674,4,0.4309
97,4,1616.0,0.7068,0.7583,0.4983,1.4136,5,0.7568
97,5,2231.0,0.4792,1.0056,0.7542,1.1393,3,0.0796
97,6,3493.0,0.6747,0.9926,0.6841,1.3549,2,0.1337
97,8,2122.0,0.764,0.8779,0.5896,1.5497,5,0.494
97,9,3160.0,0.7871,0.9716,0.7169,1.6213,3,0.1973
97,10,3478.0,0.9104,0.9068,0.5055,2.417,6,0.3132
97,12,2374.0,0.4559,0.9816,0.7465,1.1236,1,0.212
97,14,3494.0,0.8093,0.9708,0.6933,1.7025,2,0.1997
97,15,1662.0,0.5539,1.0039,0.7537,1.2011,6,0.0715
97,16,2482.0,0.3759,0.8981,0.6563,1.0791,3,1.1742
97,17,2431.0,0.798,0.8504,0.6272,1.6593,5,1.4764
97,18,3555.0,0.8391,0.9687,0.6182,1.8382,3,0.2065
97,19,3705.0,0.81,0.9657,0.6706,1.7054,3,0.187
97,20,4032.0,0.8327,0.9786,0.7556,1.8058,2,0.1542
97,21,3161.0,0.7643,0.9515,0.6818,1.5507,6,0.2382
97,22,1876.0,0.5992,0.9939,0.7283,1.2491,5,0.1615
98,1,2681.0,0.8828,0.7104,0.5604,2.129,4,2.7336
98,2,2940.0,0.7299,0.9743,0.7249,1.4631,3,0.2078
98,3,3802.0,0.8145,0.9709,0.7495,1.7238,3,0.1636
98,4,2443.0,0.6876,0.9982,0.7262,1.3772,2,0.1443
98,6,1502.0,0.6456,0.9662,0.7298,1.3095,8,0.2238
98,8,2457.0,0.6424,1.0132,0.7306,1.3048,0,0.0465
98,9,3293.0,0.6838,0.985,0.7503,1.3705,2,0.1381
98,10,1727.0,0.737,1.0168,0.7476,1.4795,1,0.0543
98,11,2262.0,0.8258,0.8437,0.5994,1.7733,7,1.1834
98,12,1501.0,0.7684,1.019,0.7244,1.5627,0,0.0481
98,13,2603.0,0.8651,0.834,0.5847,1.9938,4,1.9456
98,14,2502.0,0.6091,0.9936,0.7402,1.2609,3,0.1426
98,15,2094.0,0.2079,1.017,0.7896,1.0223,0,0.0431
98,16,2218.0,0.5646,0.9296,0.6625,1.2116,2,1.0911
98,17,2488.0,0.555,0.983,0.7313,1.2022,7,0.1911
99,1,1982.0,0.8656,0.9151,0.7346,1.9972,4,0.3398
99,2,653.0,0.5646,0.8198,0.582,1.2116,5,1.5582
99,3,1135.0,0.5921,1.0318,0.7866,1.2409,0,0.0499
99,4,1543.0,0.6888,0.9326,0.684,1.3793,5,0.6848
99,5,1283.0,0.8799,0.9379,0.6573,2.1049,2,0.3767
99,7,1802.0,0.7739,1.0253,0.7711,1.5791,0,0.0328
99,8,3003.0,0.9036,0.8817,0.6045,2.3344,6,0.6345
99,9,3498.0,0.845,0.9607,0.7067,1.8698,3,0.2202
99,10,2173.0,0.93,0.9032,0.5325,2.7215,2,0.5181
99,11,2114.0,0.8658,0.9173,0.6218,1.9982,7,0.4655
99,12,1819.0,0.8493,0.809,0.5742,1.8943,4,2.0432
100,1,1901.0,0.8208,0.9524,0.6656,1.7505,4,0.3494
100,3,1154.0,0.4399,0.8495,0.6119,1.1135,4,1.7966
100,4,3238.0,0.6638,0.9893,0.7782,1.3371,3,0.1393
100,5,619.0,0.2034,1.0334,0.7895,1.0214,4,0.1211
100,6,973.0,0.7001,1.0269,0.7371,1.4004,0,0.0493
100,7,1248.0,0.6168,1.0242,0.7376,1.2705,1,0.0747
100,8,2295.0,0.9042,0.9134,0.613,2.341,2,0.4268
100,9,1738.0,0.6805,0.8272,0.5962,1.3647,4,2.0783
100,11,1249.0,0.6479,1.0117,0.771,1.3127,1,0.1209
100,12,2398.0,0.811,0.951,0.7365,1.7095,3,0.3679
100,13,1475.0,0.8276,0.8275,0.6045,1.7817,3,2.1691
100,14,2410.0,0.8168,0.877,0.5983,1.7332,3,0.5028
100,15,3846.0,0.5369,1.0008,0.7875,1.1853,3,0.0697
100,16,1830.0,0.6387,1.0005,0.7562,1.2997,2,0.2413
100,17,2808.0,0.6495,0.9966,0.7091,1.3151,2,0.1104
